cat,a_cat,a_label,a_segment,a_next_segment,a_s_order,a_next_order,a_direction,a_azimuth,a_length,a_stright,a_sinusoid,a_elev_min,a_elev_max,a_s_drop,a_gradient,a_out_direction,a_out_azimuth,a_out_length,a_out_drop,a_out_gradient,a_tangent_dir,a_tangent_azimuth,a_next_direction,a_next_azimuth,a_area,a_lat,a_lon,b_cat,b_value,b_label,test,area
2472,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2426,3,,,5353.384765
2473,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2399,8,,,21413.150173
2474,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2431,10,,,101716.352154
2475,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,1217,9,,,37472.52669
2476,13,,4,7,13,21,170.811,170.811,7006.12,6336.63,1.10565,1817.2,1745,72.2001,0.0103053,192.529,12.5288,3536.03,32.7,0.00924763,-57.2958,-57.2958,130.236,130.236,28730286.397531,51.6116666666667,-116.31375,2433,10,,,5353.384765
2477,13,,4,7,13,21,170.811,170.811,7006.12,6336.63,1.10565,1817.2,1745,72.2001,0.0103053,192.529,12.5288,3536.03,32.7,0.00924763,-57.2958,-57.2958,130.236,130.236,28730286.397531,51.6116666666667,-116.31375,2434,8,,,5353.384765
2478,13,,4,7,13,21,170.811,170.811,7006.12,6336.63,1.10565,1817.2,1745,72.2001,0.0103053,192.529,12.5288,3536.03,32.7,0.00924763,-57.2958,-57.2958,130.236,130.236,28730286.397531,51.6116666666667,-116.31375,2404,3,,,176665.002693
2479,13,,4,7,13,21,170.811,170.811,7006.12,6336.63,1.10565,1817.2,1745,72.2001,0.0103053,192.529,12.5288,3536.03,32.7,0.00924763,-57.2958,-57.2958,130.236,130.236,28730286.397531,51.6116666666667,-116.31375,2435,7,,,5353.384765
2480,13,,4,7,13,21,170.811,170.811,7006.12,6336.63,1.10565,1817.2,1745,72.2001,0.0103053,192.529,12.5288,3536.03,32.7,0.00924763,-57.2958,-57.2958,130.236,130.236,28730286.397531,51.6116666666667,-116.31375,2436,8,,,5353.384765
2481,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2419,5,,,5353.287543
2482,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2274,8,,,5353.384765
2483,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2407,3,,,10706.477864
2484,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2420,8,,,5353.287543
2485,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2442,5,,,10706.76953
2486,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2443,3,,,10706.76953
2487,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2408,10,,,21412.955728
2488,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2445,5,,,5353.384765
2489,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2422,9,,,32120.697468
2490,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2423,5,,,10706.672309
2491,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2447,4,,,5353.384765
2492,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2448,5,,,16060.445955
2493,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2412,5,,,1761627.261583
2494,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2425,3,,,5353.384765
2495,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2450,5,,,5353.481985
2496,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2427,4,,,5353.384765
2497,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2429,3,,,5353.384765
2498,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2343,8,,,96358.203543
2499,13,,4,7,13,21,170.811,170.811,7006.12,6336.63,1.10565,1817.2,1745,72.2001,0.0103053,192.529,12.5288,3536.03,32.7,0.00924763,-57.2958,-57.2958,130.236,130.236,28730286.397531,51.6116666666667,-116.31375,2432,1,,,5353.384765
2500,13,,4,7,13,21,170.811,170.811,7006.12,6336.63,1.10565,1817.2,1745,72.2001,0.0103053,192.529,12.5288,3536.03,32.7,0.00924763,-57.2958,-57.2958,130.236,130.236,28730286.397531,51.6116666666667,-116.31375,2437,7,,,5353.384765
2501,13,,4,7,13,21,170.811,170.811,7006.12,6336.63,1.10565,1817.2,1745,72.2001,0.0103053,192.529,12.5288,3536.03,32.7,0.00924763,-57.2958,-57.2958,130.236,130.236,28730286.397531,51.6116666666667,-116.31375,2452,8,,,5353.481985
2502,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2454,3,,,149902.745373
2503,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2440,10,,,5353.384765
2504,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2441,5,,,5353.384765
2505,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2456,5,,,10706.963971
2506,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2458,10,,,5353.481985
2507,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2459,5,,,5353.481985
2508,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2444,8,,,21413.830721
2509,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2446,4,,,16060.251515
2510,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2421,7,,,32120.016926
2511,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2461,4,,,21414.219599
2512,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2462,7,,,16060.640395
2513,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2451,5,,,5353.481985
2514,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2467,4,,,53537.930817
2515,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2428,5,,,21413.830721
2516,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2471,11,,,6276086.813185
2517,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2430,7,,,16060.251516
2518,13,,4,7,13,21,170.811,170.811,7006.12,6336.63,1.10565,1817.2,1745,72.2001,0.0103053,192.529,12.5288,3536.03,32.7,0.00924763,-57.2958,-57.2958,130.236,130.236,28730286.397531,51.6116666666667,-116.31375,2453,7,,,10707.06119
2519,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2476,5,,,58890.635079
2520,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2439,5,,,32120.697472
2521,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2477,4,,,37475.443304
2522,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2478,7,,,16060.93205
2523,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2457,4,,,5353.481985
2524,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2479,3,,,16060.93205
2525,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2480,5,,,5353.579205
2526,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2482,5,,,10707.255627
2527,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2483,3,,,26768.090459
2528,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2460,5,,,5353.481985
2529,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2484,8,,,5353.579205
2530,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2463,8,,,5353.481985
2531,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2464,5,,,5353.481985
2532,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2466,5,,,5353.579205
2533,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2468,5,,,5353.579205
2534,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2469,3,,,16060.737614
2535,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2470,8,,,16060.737614
2536,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2487,7,,,26768.576547
2537,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2472,10,,,42828.633637
2538,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2488,10,,,10707.352846
2539,13,,4,7,13,21,170.811,170.811,7006.12,6336.63,1.10565,1817.2,1745,72.2001,0.0103053,192.529,12.5288,3536.03,32.7,0.00924763,-57.2958,-57.2958,130.236,130.236,28730286.397531,51.6116666666667,-116.31375,2474,8,,,5353.579205
2540,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2438,3,,,128485.414798
2541,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2455,10,,,460422.491282
2542,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2481,4,,,5353.579205
2543,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2485,10,,,5353.579205
2544,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2494,10,,,5353.676423
2545,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2465,3,,,256984.342792
2546,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2486,8,,,10707.352846
2547,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2489,10,,,16061.029268
2548,13,,4,7,13,21,170.811,170.811,7006.12,6336.63,1.10565,1817.2,1745,72.2001,0.0103053,192.529,12.5288,3536.03,32.7,0.00924763,-57.2958,-57.2958,130.236,130.236,28730286.397531,51.6116666666667,-116.31375,2473,7,,,10707.255627
2549,13,,4,7,13,21,170.811,170.811,7006.12,6336.63,1.10565,1817.2,1745,72.2001,0.0103053,192.529,12.5288,3536.03,32.7,0.00924763,-57.2958,-57.2958,130.236,130.236,28730286.397531,51.6116666666667,-116.31375,2490,4,,,5353.676423
2550,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2502,5,,,5353.77364
2551,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2491,8,,,10707.352845
2552,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2492,8,,,5353.676423
2553,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2508,8,,,16061.418134
2554,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2493,3,,,133850.56269
2555,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2484,8,,,5353.676423
2556,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2495,5,,,5353.676423
2557,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2493,3,,,5353.77364
2558,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2509,8,,,5353.77364
2559,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2497,3,,,10707.352846
2560,3,,3,8,3,15,166.884,166.884,11504.2,9649.78,1.19217,1967.9,1801.1,166.8,0.0144991,232.431,52.4314,1306.99,16.2,0.0123949,-57.2958,-57.2958,135,135,116312015.727092,51.6516666666667,-116.16,2498,5,,,5353.676423
2561,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2499,5,,,5353.77364
2562,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2449,3,,,37475.346082
2563,18,,6,7,18,21,103.791,103.791,8258.25,6829.4,1.20922,1780,1745,35,0.00423819,90,90,796.278,0.300049,0.000376814,-57.2958,-57.2958,130.236,130.236,73901795.365303,51.585,-116.400833333333,2500,10,,,10707.547279
2564,13,,4,7,13,21,170.811,170.811,7006.12,6336.63,1.10565,1817.2,1745,72.2001,0.0103053,192.529,12.5288,3536.03,32.7,0.00924763,-57.2958,-57.2958,130.236,130.236,28730286.397531,51.6116666666667,-116.31375,2501,1,,,5353.77364
2565,13,,4,7,13,21,170.811,170.811,7006.12,6336.63,1.10565,1817.2,1745,72.2001,0.0103053,192.529,12.5288,3536.03,32.7,0.00924763,-57.2958,-57.2958,130.236,130.236,28730286.397531,51.6116666666667,-116.31375,2475,5,,,74951.664349
2566,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2522,2,,,2956101.425686
2567,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2503,9,,,16061.320919
2568,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2504,9,,,5864544.982606
2569,6,,5,9,6,17,117.672,117.672,7601.3,6191.36,1.22773,1933.2,1789.1,144.1,0.0189573,135,135,956.488,53.6001,0.0560384,-57.2958,-57.2958,169.695,169.695,56921335.04393,51.5883333333333,-116.214583333333,2505,5,,,10707.547279
