cat,a_cat,a_label,a_segment,a_next_segment,a_s_order,a_next_order,a_direction,a_azimuth,a_length,a_stright,a_sinusoid,a_elev_min,a_elev_max,a_s_drop,a_gradient,a_out_direction,a_out_azimuth,a_out_length,a_out_drop,a_out_gradient,a_tangent_dir,a_tangent_azimuth,a_next_direction,a_next_azimuth,a_area,a_lat,a_lon,b_cat,b_value,b_label,test,area
13493,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13147,10,,,81151.338804
13494,29,,43,41,29,41,326.31,146.31,4177.88,3921.02,1.06551,1565.6,1471.9,93.7,0.0224276,308.66,128.66,496.467,13.2,0.0265878,-57.2958,-57.2958,18.4349,18.4349,14634057.351642,51.115,-115.665,13149,3,,,27050.092328
13495,29,,43,41,29,41,326.31,146.31,4177.88,3921.02,1.06551,1565.6,1471.9,93.7,0.0224276,308.66,128.66,496.467,13.2,0.0265878,-57.2958,-57.2958,18.4349,18.4349,14634057.351642,51.115,-115.665,13126,3,,,59509.855612
13496,29,,43,41,29,41,326.31,146.31,4177.88,3921.02,1.06551,1565.6,1471.9,93.7,0.0224276,308.66,128.66,496.467,13.2,0.0265878,-57.2958,-57.2958,18.4349,18.4349,14634057.351642,51.115,-115.665,13127,5,,,5409.864016
13497,35,,40,36,35,46,329.036,149.036,3384.26,2972.67,1.13846,1535,1380.2,154.8,0.0457412,5.71059,5.71059,1011.1,19.8999,0.0196814,-57.2958,-57.2958,93.8141,93.8141,35174500.65904,51.1141666666667,-115.587916666667,13111,9,,,10819.6315
13498,35,,40,36,35,46,329.036,149.036,3384.26,2972.67,1.13846,1535,1380.2,154.8,0.0457412,5.71059,5.71059,1011.1,19.8999,0.0196814,-57.2958,-57.2958,93.8141,93.8141,35174500.65904,51.1141666666667,-115.587916666667,13152,9,,,5409.960548
13499,35,,40,36,35,46,329.036,149.036,3384.26,2972.67,1.13846,1535,1380.2,154.8,0.0457412,5.71059,5.71059,1011.1,19.8999,0.0196814,-57.2958,-57.2958,93.8141,93.8141,35174500.65904,51.1141666666667,-115.587916666667,13112,7,,,43279.394784
13500,35,,40,36,35,46,329.036,149.036,3384.26,2972.67,1.13846,1535,1380.2,154.8,0.0457412,5.71059,5.71059,1011.1,19.8999,0.0196814,-57.2958,-57.2958,93.8141,93.8141,35174500.65904,51.1141666666667,-115.587916666667,13153,8,,,5409.960547
13501,35,,40,36,35,46,329.036,149.036,3384.26,2972.67,1.13846,1535,1380.2,154.8,0.0457412,5.71059,5.71059,1011.1,19.8999,0.0196814,-57.2958,-57.2958,93.8141,93.8141,35174500.65904,51.1141666666667,-115.587916666667,13128,10,,,5409.864016
13502,35,,40,36,35,46,329.036,149.036,3384.26,2972.67,1.13846,1535,1380.2,154.8,0.0457412,5.71059,5.71059,1011.1,19.8999,0.0196814,-57.2958,-57.2958,93.8141,93.8141,35174500.65904,51.1141666666667,-115.587916666667,13155,10,,,5409.960548
13503,11,,38,34,11,22,70.2777,70.2777,4206.31,3556.06,1.18286,1839.4,1735.1,104.3,0.0247961,90,90,626.934,44.7001,0.0712995,-57.2958,-57.2958,64.9831,64.9831,50383637.618559,51.1716666666667,-115.97875,13116,3,,,27049.416613
13504,11,,38,34,11,22,70.2777,70.2777,4206.31,3556.06,1.18286,1839.4,1735.1,104.3,0.0247961,90,90,626.934,44.7001,0.0712995,-57.2958,-57.2958,64.9831,64.9831,50383637.618559,51.1716666666667,-115.97875,13157,9,,,5410.057078
13505,11,,38,34,11,22,70.2777,70.2777,4206.31,3556.06,1.18286,1839.4,1735.1,104.3,0.0247961,90,90,626.934,44.7001,0.0712995,-57.2958,-57.2958,64.9831,64.9831,50383637.618559,51.1716666666667,-115.97875,13130,7,,,21640.131779
13506,22,,34,32,22,44,65.4542,65.4542,10898.2,9145.04,1.19171,1735.1,1408.3,326.8,0.0299866,14.0362,14.0362,462.589,33.1,0.0715538,-57.2958,-57.2958,90,90,62988643.478341,51.1958333333333,-115.893333333333,13164,4,,,286757.639229
13507,22,,34,32,22,44,65.4542,65.4542,10898.2,9145.04,1.19171,1735.1,1408.3,326.8,0.0299866,14.0362,14.0362,462.589,33.1,0.0715538,-57.2958,-57.2958,90,90,62988643.478341,51.1958333333333,-115.893333333333,13134,4,,,5409.960548
13508,22,,34,32,22,44,65.4542,65.4542,10898.2,9145.04,1.19171,1735.1,1408.3,326.8,0.0299866,14.0362,14.0362,462.589,33.1,0.0715538,-57.2958,-57.2958,90,90,62988643.478341,51.1958333333333,-115.893333333333,13165,5,,,5410.057078
13509,22,,34,32,22,44,65.4542,65.4542,10898.2,9145.04,1.19171,1735.1,1408.3,326.8,0.0299866,14.0362,14.0362,462.589,33.1,0.0715538,-57.2958,-57.2958,90,90,62988643.478341,51.1958333333333,-115.893333333333,13135,10,,,5409.960548
13510,22,,34,32,22,44,65.4542,65.4542,10898.2,9145.04,1.19171,1735.1,1408.3,326.8,0.0299866,14.0362,14.0362,462.589,33.1,0.0715538,-57.2958,-57.2958,90,90,62988643.478341,51.1958333333333,-115.893333333333,13136,7,,,5409.960548
13511,22,,34,32,22,44,65.4542,65.4542,10898.2,9145.04,1.19171,1735.1,1408.3,326.8,0.0299866,14.0362,14.0362,462.589,33.1,0.0715538,-57.2958,-57.2958,90,90,62988643.478341,51.1958333333333,-115.893333333333,13137,9,,,5409.960548
13512,22,,34,32,22,44,65.4542,65.4542,10898.2,9145.04,1.19171,1735.1,1408.3,326.8,0.0299866,14.0362,14.0362,462.589,33.1,0.0715538,-57.2958,-57.2958,90,90,62988643.478341,51.1958333333333,-115.893333333333,13168,9,,,10820.114155
13513,22,,34,32,22,44,65.4542,65.4542,10898.2,9145.04,1.19171,1735.1,1408.3,326.8,0.0299866,14.0362,14.0362,462.589,33.1,0.0715538,-57.2958,-57.2958,90,90,62988643.478341,51.1958333333333,-115.893333333333,12955,5,,,32459.956344
13514,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13085,4,,,27049.223546
13515,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13140,4,,,5409.960548
13516,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13141,9,,,5409.960548
13517,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13169,7,,,10820.114155
13518,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13142,9,,,5409.960548
13519,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13145,7,,,5409.960547
13520,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13146,7,,,5409.960548
13521,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13148,4,,,5409.960548
13522,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13125,7,,,43279.394787
13523,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13173,7,,,59511.97925
13524,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13174,4,,,10820.114155
13525,29,,43,41,29,41,326.31,146.31,4177.88,3921.02,1.06551,1565.6,1471.9,93.7,0.0224276,308.66,128.66,496.467,13.2,0.0265878,-57.2958,-57.2958,18.4349,18.4349,14634057.351642,51.115,-115.665,13150,8,,,5409.960548
13526,29,,43,41,29,41,326.31,146.31,4177.88,3921.02,1.06551,1565.6,1471.9,93.7,0.0224276,308.66,128.66,496.467,13.2,0.0265878,-57.2958,-57.2958,18.4349,18.4349,14634057.351642,51.115,-115.665,13149,3,,,10820.114155
13527,29,,43,41,29,41,326.31,146.31,4177.88,3921.02,1.06551,1565.6,1471.9,93.7,0.0224276,308.66,128.66,496.467,13.2,0.0265878,-57.2958,-57.2958,18.4349,18.4349,14634057.351642,51.115,-115.665,13176,8,,,16230.171233
13528,29,,43,41,29,41,326.31,146.31,4177.88,3921.02,1.06551,1565.6,1471.9,93.7,0.0224276,308.66,128.66,496.467,13.2,0.0265878,-57.2958,-57.2958,18.4349,18.4349,14634057.351642,51.115,-115.665,13177,10,,,10820.114155
13529,29,,43,41,29,41,326.31,146.31,4177.88,3921.02,1.06551,1565.6,1471.9,93.7,0.0224276,308.66,128.66,496.467,13.2,0.0265878,-57.2958,-57.2958,18.4349,18.4349,14634057.351642,51.115,-115.665,13178,7,,,10820.114155
13530,35,,40,36,35,46,329.036,149.036,3384.26,2972.67,1.13846,1535,1380.2,154.8,0.0457412,5.71059,5.71059,1011.1,19.8999,0.0196814,-57.2958,-57.2958,93.8141,93.8141,35174500.65904,51.1141666666667,-115.587916666667,13180,7,,,119028.012583
13531,35,,40,36,35,46,329.036,149.036,3384.26,2972.67,1.13846,1535,1380.2,154.8,0.0457412,5.71059,5.71059,1011.1,19.8999,0.0196814,-57.2958,-57.2958,93.8141,93.8141,35174500.65904,51.1141666666667,-115.587916666667,13181,8,,,5410.057078
13532,35,,40,36,35,46,329.036,149.036,3384.26,2972.67,1.13846,1535,1380.2,154.8,0.0457412,5.71059,5.71059,1011.1,19.8999,0.0196814,-57.2958,-57.2958,93.8141,93.8141,35174500.65904,51.1141666666667,-115.587916666667,13154,8,,,5409.960548
13533,35,,40,36,35,46,329.036,149.036,3384.26,2972.67,1.13846,1535,1380.2,154.8,0.0457412,5.71059,5.71059,1011.1,19.8999,0.0196814,-57.2958,-57.2958,93.8141,93.8141,35174500.65904,51.1141666666667,-115.587916666667,13156,5,,,5409.960547
13534,11,,38,34,11,22,70.2777,70.2777,4206.31,3556.06,1.18286,1839.4,1735.1,104.3,0.0247961,90,90,626.934,44.7001,0.0712995,-57.2958,-57.2958,64.9831,64.9831,50383637.618559,51.1716666666667,-115.97875,13158,5,,,5410.057077
13535,8,,39,34,8,22,344.055,164.055,3746.83,3296.78,1.13651,1901.5,1735.1,166.4,0.0444109,11.3099,11.3099,480.344,25,0.0520461,-57.2958,-57.2958,64.9831,64.9831,35232680.069095,51.1008333333333,-115.898333333333,13160,9,,,5410.057078
13536,8,,39,34,8,22,344.055,164.055,3746.83,3296.78,1.13651,1901.5,1735.1,166.4,0.0444109,11.3099,11.3099,480.344,25,0.0520461,-57.2958,-57.2958,64.9831,64.9831,35232680.069095,51.1008333333333,-115.898333333333,13186,9,,,5410.153606
13537,8,,39,34,8,22,344.055,164.055,3746.83,3296.78,1.13651,1901.5,1735.1,166.4,0.0444109,11.3099,11.3099,480.344,25,0.0520461,-57.2958,-57.2958,64.9831,64.9831,35232680.069095,51.1008333333333,-115.898333333333,13161,8,,,589798.921196
13538,8,,39,34,8,22,344.055,164.055,3746.83,3296.78,1.13651,1901.5,1735.1,166.4,0.0444109,11.3099,11.3099,480.344,25,0.0520461,-57.2958,-57.2958,64.9831,64.9831,35232680.069095,51.1008333333333,-115.898333333333,13162,7,,,16230.267762
13539,8,,39,34,8,22,344.055,164.055,3746.83,3296.78,1.13651,1901.5,1735.1,166.4,0.0444109,11.3099,11.3099,480.344,25,0.0520461,-57.2958,-57.2958,64.9831,64.9831,35232680.069095,51.1008333333333,-115.898333333333,13119,3,,,21639.842189
13540,8,,39,34,8,22,344.055,164.055,3746.83,3296.78,1.13651,1901.5,1735.1,166.4,0.0444109,11.3099,11.3099,480.344,25,0.0520461,-57.2958,-57.2958,64.9831,64.9831,35232680.069095,51.1008333333333,-115.898333333333,13082,8,,,16230.074703
13541,22,,34,32,22,44,65.4542,65.4542,10898.2,9145.04,1.19171,1735.1,1408.3,326.8,0.0299866,14.0362,14.0362,462.589,33.1,0.0715538,-57.2958,-57.2958,90,90,62988643.478341,51.1958333333333,-115.893333333333,13188,10,,,5410.153606
13542,22,,34,32,22,44,65.4542,65.4542,10898.2,9145.04,1.19171,1735.1,1408.3,326.8,0.0299866,14.0362,14.0362,462.589,33.1,0.0715538,-57.2958,-57.2958,90,90,62988643.478341,51.1958333333333,-115.893333333333,13166,10,,,5410.057078
13543,22,,34,32,22,44,65.4542,65.4542,10898.2,9145.04,1.19171,1735.1,1408.3,326.8,0.0299866,14.0362,14.0362,462.589,33.1,0.0715538,-57.2958,-57.2958,90,90,62988643.478341,51.1958333333333,-115.893333333333,13167,4,,,16230.171233
13544,22,,34,32,22,44,65.4542,65.4542,10898.2,9145.04,1.19171,1735.1,1408.3,326.8,0.0299866,14.0362,14.0362,462.589,33.1,0.0715538,-57.2958,-57.2958,90,90,62988643.478341,51.1958333333333,-115.893333333333,13189,3,,,37871.2683
13545,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13170,9,,,16230.171233
13546,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13190,4,,,10820.307213
13547,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13171,10,,,48691.672039
13548,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13193,5,,,5410.153606
13549,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13194,4,,,5410.153606
13550,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13195,3,,,5410.153606
13551,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13172,7,,,10820.114155
13552,35,,40,36,35,46,329.036,149.036,3384.26,2972.67,1.13846,1535,1380.2,154.8,0.0457412,5.71059,5.71059,1011.1,19.8999,0.0196814,-57.2958,-57.2958,93.8141,93.8141,35174500.65904,51.1141666666667,-115.587916666667,13182,10,,,5410.057077
13553,35,,40,36,35,46,329.036,149.036,3384.26,2972.67,1.13846,1535,1380.2,154.8,0.0457412,5.71059,5.71059,1011.1,19.8999,0.0196814,-57.2958,-57.2958,93.8141,93.8141,35174500.65904,51.1141666666667,-115.587916666667,13200,10,,,5410.153606
13554,35,,40,36,35,46,329.036,149.036,3384.26,2972.67,1.13846,1535,1380.2,154.8,0.0457412,5.71059,5.71059,1011.1,19.8999,0.0196814,-57.2958,-57.2958,93.8141,93.8141,35174500.65904,51.1141666666667,-115.587916666667,13062,9,,,129834.419572
13555,11,,38,34,11,22,70.2777,70.2777,4206.31,3556.06,1.18286,1839.4,1735.1,104.3,0.0247961,90,90,626.934,44.7001,0.0712995,-57.2958,-57.2958,64.9831,64.9831,50383637.618559,51.1716666666667,-115.97875,13183,3,,,5410.153606
13556,11,,38,34,11,22,70.2777,70.2777,4206.31,3556.06,1.18286,1839.4,1735.1,104.3,0.0247961,90,90,626.934,44.7001,0.0712995,-57.2958,-57.2958,64.9831,64.9831,50383637.618559,51.1716666666667,-115.97875,13094,4,,,37870.399541
13557,11,,38,34,11,22,70.2777,70.2777,4206.31,3556.06,1.18286,1839.4,1735.1,104.3,0.0247961,90,90,626.934,44.7001,0.0712995,-57.2958,-57.2958,64.9831,64.9831,50383637.618559,51.1716666666667,-115.97875,13185,5,,,5410.153606
13558,22,,34,32,22,44,65.4542,65.4542,10898.2,9145.04,1.19171,1735.1,1408.3,326.8,0.0299866,14.0362,14.0362,462.589,33.1,0.0715538,-57.2958,-57.2958,90,90,62988643.478341,51.1958333333333,-115.893333333333,13205,7,,,27051.733301
13559,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,12478,7,,,1893910.502827
13560,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13192,4,,,5410.153606
13561,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13210,4,,,10820.500268
13562,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13211,5,,,5410.250134
13563,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13212,3,,,519450.709331
13564,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13196,9,,,5410.153606
13565,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13197,4,,,5410.153606
13566,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13215,9,,,5410.250134
13567,29,,43,41,29,41,326.31,146.31,4177.88,3921.02,1.06551,1565.6,1471.9,93.7,0.0224276,308.66,128.66,496.467,13.2,0.0265878,-57.2958,-57.2958,18.4349,18.4349,14634057.351642,51.115,-115.665,13198,10,,,5410.153606
13568,29,,43,41,29,41,326.31,146.31,4177.88,3921.02,1.06551,1565.6,1471.9,93.7,0.0224276,308.66,128.66,496.467,13.2,0.0265878,-57.2958,-57.2958,18.4349,18.4349,14634057.351642,51.115,-115.665,13179,5,,,10820.210684
13569,29,,43,41,29,41,326.31,146.31,4177.88,3921.02,1.06551,1565.6,1471.9,93.7,0.0224276,308.66,128.66,496.467,13.2,0.0265878,-57.2958,-57.2958,18.4349,18.4349,14634057.351642,51.115,-115.665,13219,5,,,5410.250134
13570,35,,40,36,35,46,329.036,149.036,3384.26,2972.67,1.13846,1535,1380.2,154.8,0.0457412,5.71059,5.71059,1011.1,19.8999,0.0196814,-57.2958,-57.2958,93.8141,93.8141,35174500.65904,51.1141666666667,-115.587916666667,13199,9,,,5410.153606
13571,35,,40,36,35,46,329.036,149.036,3384.26,2972.67,1.13846,1535,1380.2,154.8,0.0457412,5.71059,5.71059,1011.1,19.8999,0.0196814,-57.2958,-57.2958,93.8141,93.8141,35174500.65904,51.1141666666667,-115.587916666667,13221,10,,,5410.250134
13572,11,,38,34,11,22,70.2777,70.2777,4206.31,3556.06,1.18286,1839.4,1735.1,104.3,0.0247961,90,90,626.934,44.7001,0.0712995,-57.2958,-57.2958,64.9831,64.9831,50383637.618559,51.1716666666667,-115.97875,13201,9,,,10820.500268
13573,11,,38,34,11,22,70.2777,70.2777,4206.31,3556.06,1.18286,1839.4,1735.1,104.3,0.0247961,90,90,626.934,44.7001,0.0712995,-57.2958,-57.2958,64.9831,64.9831,50383637.618559,51.1716666666667,-115.97875,13224,5,,,37872.716198
13574,11,,38,34,11,22,70.2777,70.2777,4206.31,3556.06,1.18286,1839.4,1735.1,104.3,0.0247961,90,90,626.934,44.7001,0.0712995,-57.2958,-57.2958,64.9831,64.9831,50383637.618559,51.1716666666667,-115.97875,13225,5,,,5410.34666
13575,8,,39,34,8,22,344.055,164.055,3746.83,3296.78,1.13651,1901.5,1735.1,166.4,0.0444109,11.3099,11.3099,480.344,25,0.0520461,-57.2958,-57.2958,64.9831,64.9831,35232680.069095,51.1008333333333,-115.898333333333,13202,5,,,5410.250134
13576,8,,39,34,8,22,344.055,164.055,3746.83,3296.78,1.13651,1901.5,1735.1,166.4,0.0444109,11.3099,11.3099,480.344,25,0.0520461,-57.2958,-57.2958,64.9831,64.9831,35232680.069095,51.1008333333333,-115.898333333333,13203,9,,,21641.097062
13577,8,,39,34,8,22,344.055,164.055,3746.83,3296.78,1.13651,1901.5,1735.1,166.4,0.0444109,11.3099,11.3099,480.344,25,0.0520461,-57.2958,-57.2958,64.9831,64.9831,35232680.069095,51.1008333333333,-115.898333333333,13230,7,,,16231.233031
13578,8,,39,34,8,22,344.055,164.055,3746.83,3296.78,1.13651,1901.5,1735.1,166.4,0.0444109,11.3099,11.3099,480.344,25,0.0520461,-57.2958,-57.2958,64.9831,64.9831,35232680.069095,51.1008333333333,-115.898333333333,12732,3,,,1055117.981076
13579,8,,39,34,8,22,344.055,164.055,3746.83,3296.78,1.13651,1901.5,1735.1,166.4,0.0444109,11.3099,11.3099,480.344,25,0.0520461,-57.2958,-57.2958,64.9831,64.9831,35232680.069095,51.1008333333333,-115.898333333333,13204,10,,,5410.250134
13580,8,,39,34,8,22,344.055,164.055,3746.83,3296.78,1.13651,1901.5,1735.1,166.4,0.0444109,11.3099,11.3099,480.344,25,0.0520461,-57.2958,-57.2958,64.9831,64.9831,35232680.069095,51.1008333333333,-115.898333333333,13133,3,,,16230.557347
13581,22,,34,32,22,44,65.4542,65.4542,10898.2,9145.04,1.19171,1735.1,1408.3,326.8,0.0299866,14.0362,14.0362,462.589,33.1,0.0715538,-57.2958,-57.2958,90,90,62988643.478341,51.1958333333333,-115.893333333333,13206,10,,,10820.500268
13582,22,,34,32,22,44,65.4542,65.4542,10898.2,9145.04,1.19171,1735.1,1408.3,326.8,0.0299866,14.0362,14.0362,462.589,33.1,0.0715538,-57.2958,-57.2958,90,90,62988643.478341,51.1958333333333,-115.893333333333,13235,9,,,32462.369538
13583,22,,34,32,22,44,65.4542,65.4542,10898.2,9145.04,1.19171,1735.1,1408.3,326.8,0.0299866,14.0362,14.0362,462.589,33.1,0.0715538,-57.2958,-57.2958,90,90,62988643.478341,51.1958333333333,-115.893333333333,13236,9,,,5410.34666
13584,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13207,3,,,5410.250134
13585,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13208,4,,,16230.750402
13586,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13239,10,,,16231.039981
13587,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13240,9,,,5410.34666
13588,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13191,9,,,59513.523679
13589,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13241,7,,,16231.233031
13590,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13209,9,,,27051.733301
13591,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13242,10,,,5410.34666
13592,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13243,5,,,5410.34666
13593,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13247,3,,,21641.483167
13594,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13173,7,,,10820.596794
13595,24,,42,41,24,41,75.6997,75.6997,7282.18,6420.61,1.13419,1725.9,1471.9,254,0.0348797,45,45,547.67,22.4,0.0409006,-57.2958,-57.2958,18.4349,18.4349,64529533.179302,51.09,-115.790833333333,13248,8,,,5410.34666
